playerId,name,status,direction,y_plays,y_up,age,origin_median,n_matches_loaded,mean_GK_PREVENTED_GOALS_TOTAL_POSTSHOT_XG,mean_GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION_LONG_RANGE_SHOT_RATIO,mean_GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION_MID_RANGE_SHOT_RATIO,mean_GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION_CLOSE_RANGE_SHOT_RATIO,mean_GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION1V1_AGAINST_GK_SHOT_RATIO,mean_GK_PREVENTED_GOALS_POST_SHOT_XG_BY_ACTION_HEADER_SHOT_RATIO,mean_GK_DEFENSIVE_TOUCHES_OUTSIDE_OWN_BOX,mean_GK_CAUGHT_AND_PUNCHED_HIGH_BALLS_PERCENT,mean_GK_SUCCESSFUL_LAUNCHES_PERCENT,mean_GOAL_KICK_SCORE,mean_LOW_PASS_SCORE,mean_DIAGONAL_PASS_SCORE,mean_RATIO_PASSING_ACCURACY,mean_PASS_COMPLETION_OVER_EXPECTED,mean_IMPECT_SCORE_PACKING,mean_DEFENSIVE_IMPECT_SCORE_PACKING,mean_TOTAL_TOUCHES
131958,Michael White,STAYED,STAYED,1,1,36.16631479650726,0.6276209903195109,96,-0.09168852430685065,0.006164315206126161,-0.024138533097307943,0.08205519812137801,-0.2719512155820826,0.28717287014185827,0.8455731607496525,0.05779586413222609,0.5802843806242668,0.1313589060560269,0.14547536974788278,0.08454385351856034,0.8281341895830356,0.0016562375170470767,0.24986880861549762,-0.12012608593799132,36.99481134410399
156867,Erik Simpson,DROPPED,DOWN,0,1,26.178164385655396,0.5754286853045696,87,-0.29692693802224945,0.15693667841138748,0.11292158245695622,0.11104700278759205,0.04838495447536949,-0.13770899340532616,1.2456094510158335,0.18336947826113165,0.3642830270643561,0.11270325128129603,0.16671459571131028,0.31498208042786713,0.8226780285920245,0.0023273514565706477,0.47494674533465425,-0.14519155306346307,44.862645387763685
141932,Isaac Garcia,DROPPED,UP,1,1,24.447892102057143,0.34349337995570506,33,0.5926045480409107,-0.0897520914345085,-0.060820851797841025,-0.139742884243856,0.21005111815108538,0.24406550899623486,1.0893493716083944,0.11460546915081878,0.6208495127457798,0.17000396813266128,0.13756666662172876,0.17444769665640558,0.698437350219272,-0.10848852158383301,0.2983514596550102,0.1391055566061147,23.62533598151277
113694,Victor Hernandez,PLAYS,DOWN,1,0,26.973540571512604,0.5042266065353493,60,0.40294512680279027,-0.10908491183013928,-0.33820257252419106,0.15740459768913384,0.15389463529394373,0.06252271250278556,0.05740254660362132,0.22958383739153315,0.6379706101380764,0.1723198148379763,0.13984810357263752,0.16618232342745237,0.7915219512555317,0.1448218622731158,0.31162467648886877,-0.036904149813947504,31.146603056054257
129879,William Thomas,PLAYS,UP,1,1,31.396193792810962,0.486344258506157,63,-0.10644510355331713,0.1376936261994887,0.16548397062365017,-0.007967326202012737,0.050965941527462574,-0.05785408579877538,1.321493638633564,0.22762363778680716,0.47850418797483896,0.22613630656043607,0.12623985345029182,0.2479070818791423,0.8160415328629549,-0.0750081327393511,0.4279470975285165,0.03096391862985129,30.99970643578815
120268,Harrison Rodriguez,BENCH,DOWN,1,0,24.629336457280402,0.4298768918801631,26,0.7757307416032926,0.003254105827850712,0.2355902261629293,0.06761516143826593,-0.01916361856320474,-0.10963763508867876,1.3323745023600453,0.11505812367234956,0.30720044906629057,0.13318580446690959,0.15899245433583506,0.18261002627933703,0.8210860816194171,-0.1279907797621192,0.30164704472684223,-0.1260854780438145,27.169357783417126
64886,Frank Thomas,DROPPED,DOWN,0,1,32.107127064831815,0.6617100568442924,22,0.3945296460974783,-0.03352581909279333,-0.2544398653312757,0.24346647539065092,0.11071225966373104,0.027305553106755986,0.3420283374928511,0.2301921791380936,0.3998192973518325,0.15714869105026,0.19908043392211627,0.24447004064235384,0.7130321578737056,0.048943874692562644,0.4856187339917008,0.05493428571691397,20.074856815272604
147337,Daniel Williams,PLAYS,STAYED,1,0,27.597644696016047,0.5479378675393853,39,0.0025505849474132675,0.10319237499168613,-0.05145960570649061,0.15762071790386384,-0.06735461997044687,0.1605980134309351,0.8227627012685612,0.24923153469975579,0.5690929053392857,0.22126086083405364,0.1082139729208838,0.06843388703923625,0.872681417675686,0.028609911047061787,0.4213783306996401,0.12977001261178825,44.323696895515276
178266,Thomas Torres,STAYED,UP,0,1,30.592990797891584,0.34052310795382396,6,-0.6498217144620719,-0.02844924317894913,0.19287313915077967,0.017776322251300124,0.07763577693562193,0.034694105554695896,1.2099973956866417,0.21508313282478964,0.39695629147882816,0.22354354161234602,0.2108206254254818,0.2941170031166682,0.6575597284463209,-0.025456303802176283,0.37922877277202605,0.022699575899225888,40.59951559999758
97498,Samuel Sanchez,STAYED,UP,1,0,28.15865711184165,0.41009160097490566,94,0.7872827717772225,0.16608077708375488,0.4086243204567548,-0.056943067049834484,0.08054701591666269,0.23133859162968168,0.6744117082523831,0.21897426955104582,0.2848068873211155,0.15769166139681523,0.17647227152475214,0.33215118586382075,0.7564495566629488,-0.023342329835796594,0.4642685481634257,-0.11216540328737683,29.949990848827117
